Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,ratingsCount,Price
The Blue Cat of Castle Town,"""The blue cat is like a knight on a quest. His quest is to find a hearth to fit the song the river taught him and to teach the owner of the hearth to sing that song""--Jacket.",Catherine Cate Coblentz,http://books.google.com/books/content?id=bK3PDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=bK3PDgAAQBAJ&printsec=frontcover&dq=The+Blue+Cat+of+Castle+Town&hl=&cd=1&source=gbs_api,Courier Dover Publications,2017-07-18,http://books.google.com/books?id=bK3PDgAAQBAJ&dq=The+Blue+Cat+of+Castle+Town&hl=&source=gbs_api,3.0,29.704370023320795
"The Day Is Ours! An Inside View of the Battles of Trenton and Princeton, November 1776-January 1777","The Day is Ours! is a dramatic account of two battles that turned the tide of the American Revolution. In this distinguished, highly readable, and richly detailed narrative history, William M. Dwyer reveals as vivid a picture as we are likely to see of a critical period in the American Revolution. He lets the participants--from American, British, and Hessian soldiers to myriad fearful and ambivalent citizens--tell the story in their own words. ""Telling the story from the perspective, and often the words, of men in the ranks, Dwyer has written a dramatic account of this turning point in the American Revolution."" --James M. McPherson, author of Battle Cry of Freedom ""[Dwyer] has cast his net wide, taking advantage of newly found or long-obscure accounts published during the celebration of the Revolution's bicentennial. We learn exactly how it was in that momentous time, from letters, diaries and recollections of officers and men on both sides and civilians caught in the middle."" --New York Times Book Review ""Dwyer has put together a wonderful, lively account that reflects a reporter's respect for quotes from eyewitnesses . . . He presents the facts and lets history speak for itself. The result is enthralling."" --The Philadelphia Inquirer ""The courage of the common soldier who stayed and fought when the sunshine patriots had all gone home is a story that deserves to be told--and Mr. Dwyer has told it well."" --The Wall Street Journal",William M. Dwyer,http://books.google.com/books/content?id=Y8clK994H0QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=Y8clK994H0QC&printsec=frontcover&dq=The+Day+Is+Ours!+An+Inside+View+of+the+Battles+of+Trenton+and+Princeton,+November+1776-January+1777&hl=&cd=1&source=gbs_api",Rutgers University Press,1998,https://play.google.com/store/books/details?id=Y8clK994H0QC&source=gbs_api,1.0,29.704370023320795
GUN KETCH (ALAN LEWRIE),"Gunpowder, pirates and mortal danger on the High Seas. It's 1786 and Alan Lewrie has his own ship at last, the Alacrity. Small but deadly, the Alacrity prowls the waters of the Caribbean, protecting British merchants from pirates. A surprising turn of events makes an honest man of the young rake. But not too honest; there’s still time for a few well-planned conquests on land before taking on Calico Jack Finney, the boldest pirate in the Caribbean... But will he make it back? Fans of John Drake, Patrick O’Brian and Pirates of the Caribbean will love The Gun Ketch, the fifth book in the epic Alan Lewrie Naval Adventures. ‘You could get addicted to this series. Easily.’ New York Times Book Review ‘The best naval series since C. S. Forester . . . Recommended.’ Library Journal ‘Fast-moving. . . A hugely likeable hero, a huge cast of sharply drawn supporting characters: there's nothing missing. Wonderful stuff.’ Kirkus Reviews",Dewey Lambdin,http://books.google.com/books/content?id=_xlgDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_xlgDwAAQBAJ&printsec=frontcover&dq=GUN+KETCH+(ALAN+LEWRIE)&hl=&cd=1&source=gbs_api,Canelo,2018-06-25,http://books.google.com/books?id=_xlgDwAAQBAJ&dq=GUN+KETCH+(ALAN+LEWRIE)&hl=&source=gbs_api,2.0,29.704370023320795
"Hollywood Death and Scandal Sites: Sixteen Driving Tours with Directions and the Full Story, from Tallulah Bankhead to River Phoenix","The deaths of film celebrities are sometimes even more fascinating than their lives. Hollywood visitors and natives are often drawn to sites of tragedy involving the rich, the beautiful, and the notorious. This book can make finding those locations simple. These sixteen driving tours cover over 500 sites relating to celebrity deaths and scandals. Each tour covers a specific area of the world's film capital, from Sunset Strip to Bel Air, giving specific directions to each location on the tour. Sites include famous graves, like Rudolph Valentino's, where the Lady in Black made her annual pilgrimage for thirty years; houses and businesses said to be haunted by those as famous in death as they were in life; locations of famous murders and deaths, from William Desmond Taylor to John Belushi; and scandalous locations like the infamous Francis Brothel. Tips for safe and enjoyable touring are also included, and the tours allow everyone from the mildly curious to the completely morbid to find some of Hollywood's darkest corners.",E. J. Fleming,http://books.google.com/books/content?id=ARsypwKAn1UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=ARsypwKAn1UC&q=Hollywood+Death+and+Scandal+Sites:+Sixteen+Driving+Tours+with+Directions+and+the+Full+Story,+from+Tallulah+Bankhead+to+River+Phoenix&dq=Hollywood+Death+and+Scandal+Sites:+Sixteen+Driving+Tours+with+Directions+and+the+Full+Story,+from+Tallulah+Bankhead+to+River+Phoenix&hl=&cd=1&source=gbs_api",McFarland Publishing,2000,"http://books.google.com/books?id=ARsypwKAn1UC&dq=Hollywood+Death+and+Scandal+Sites:+Sixteen+Driving+Tours+with+Directions+and+the+Full+Story,+from+Tallulah+Bankhead+to+River+Phoenix&hl=&source=gbs_api",1.0,25.0
Friends Forever Coupons (Coupon Books from the Heart series),"Fourteen-year-old Louise keeps a scrapbook detailing the events in her life after her best friend, a Japanese-American girl, and her family are sent to a relocation camp during World War II.",Beverly Patt,http://books.google.com/books/content?id=MorgNJgDNVoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=MorgNJgDNVoC&pg=PA45&dq=Friends+Forever+Coupons+(Coupon+Books+from+the+Heart+series)&hl=&cd=1&source=gbs_api,Marshall Cavendish,2010,http://books.google.com/books?id=MorgNJgDNVoC&dq=Friends+Forever+Coupons+(Coupon+Books+from+the+Heart+series)&hl=&source=gbs_api,1.0,29.704370023320795
O Jerusalem!,"An account of the bitter 1948 dispute between the Arabs and Jews over Jerusalem, highlights the role of the British as well as prominent individuals in the struggle","Larry Collins, Dominique Lapierre",http://books.google.com/books/content?id=jsoS0Dqn01UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=jsoS0Dqn01UC&q=O+Jerusalem!&dq=O+Jerusalem!&hl=&cd=1&source=gbs_api,Simon and Schuster,1988-05-15,http://books.google.com/books?id=jsoS0Dqn01UC&dq=O+Jerusalem!&hl=&source=gbs_api,5.0,29.704370023320795
Our Chosen Faith: An Introduction to Unitarian Universalism,"For those contemplating religious choices, Unitarian Universalism offers an appealing alternative to religious denominations that stress theological creeds over individual conviction and belief. In this new edition of the classic introductory text on Unitarian Universalism, which includes a revealing, entertaining foreword by best-selling author Robert Fulghum (All I Really Need to Know I Learned in Kindergarten, It Was on Fire When I Lay Down on It), a new preface by UU moderator Denise Davidoff, and two new chapters by the authors, John Buehrens and Forrest Church explore the many sources of the living tradition of their chosen faith.","John Beuhrens, Forrest Church",http://books.google.com/books/content?id=9ZMDAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=9ZMDAQAAQBAJ&printsec=frontcover&dq=Our+Chosen+Faith:+An+Introduction+to+Unitarian+Universalism&hl=&cd=1&source=gbs_api,Beacon Press,1998-06-01,https://play.google.com/store/books/details?id=9ZMDAQAAQBAJ&source=gbs_api,4.0,29.704370023320795
Rexx Programmer's Reference (Programmer to Programmer),"This important work offers the most comprehensive and up-to-date account of the Orthodox Church available, providing a detailed account of its historical development, as well as exploring Orthodox theology and culture Written by one of the leading Orthodox historians and theologians in the English-speaking world Offers an in-depth engagement with the issues surrounding Orthodoxy's relationship to the modern world, including political, cultural and ethical debates Considers the belief tradition, spirituality, liturgical diversity, and Biblical heritage of the Eastern Churches; their endurance of oppressions and totalitarianisms; and their contemporary need to rediscover their voice and confidence in a new world-order Recipient of a CHOICE Outstanding Academic Title for 2009 award",Howard Fosdick,http://books.google.com/books/content?id=cNiVqFmPs8AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=cNiVqFmPs8AC&printsec=frontcover&dq=Rexx+Programmer%27s+Reference+(Programmer+to+Programmer)&hl=&cd=1&source=gbs_api,John Wiley & Sons,2005-03-11,http://books.google.com/books?id=cNiVqFmPs8AC&dq=Rexx+Programmer%27s+Reference+(Programmer+to+Programmer)&hl=&source=gbs_api,1.0,7.99
The Fabric of Faithfulness: Weaving Together Belief & Behavior During the University Years,"How do parents, professors, campus ministers, youth pastors and others help students learn to connect what they believe about the world with how they live in it? Steven Garber answers this question in this revised edition which includes a new chapter on life formation.",Steven Garber,http://books.google.com/books/content?id=xh_2hZGvuIYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=xh_2hZGvuIYC&printsec=frontcover&dq=The+Fabric+of+Faithfulness:+Weaving+Together+Belief&hl=&cd=1&source=gbs_api,InterVarsity Press,2007-01-11,http://books.google.com/books?id=xh_2hZGvuIYC&dq=The+Fabric+of+Faithfulness:+Weaving+Together+Belief&hl=&source=gbs_api,2.0,29.704370023320795
"Fashion is spinach,","After working as a stylist in Paris, Elizabeth Hawes (1903–71) launched one of the first American design houses in Depression-era New York. Hawes was an outspoken critic of the fashion industry and a champion of ready-to-wear styles. Fashion Is Spinach, her witty and astute memoir, offers an insider's critique of the fashion scene during the 1920s and '30s. ""I don't know when the word fashion came into being, but it was an evil day,"" Hawes declares. Style, she maintains, reflects an era's mood, altering only with changes in attitude and taste. Fashion, conversely, exists only to perpetuate sales. Hawes denounces the industry's predatory practices, advising readers to reject ever-changing fads in favor of comfortable, durable, flattering attire. Decades ahead of her time, she offers a fascinating and tartly observed behind-the-scenes look at the fashion industry's economics, culture, and ethics.",Elizabeth Hawes,http://books.google.com/books/content?id=xjKyCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=xjKyCQAAQBAJ&printsec=frontcover&dq=Fashion+is+spinach,&hl=&cd=1&source=gbs_api",Courier Dover Publications,2015-05-26,https://play.google.com/store/books/details?id=xjKyCQAAQBAJ&source=gbs_api,1.0,29.704370023320795
